case_id,root_service,fault_type,service_family,budget,policy,rank,top1,top3,top5,avg_at_5,trace_rows_kept,trace_bytes_kept,metric_samples_kept,metric_bytes_kept,minutes_kept,services_kept,full_trace_rows,full_trace_bytes,full_metric_samples,full_metric_bytes,combined_bytes_kept,full_combined_bytes,combined_reduction,trace_row_reduction,metric_sample_reduction,time_reduction,where_reduction
dbservice1_memory_1625140467,dbservice1,memory,database,0.25,adaptive_no_time_window,3,0,1,1,0.6,0.0,0.0,72.0,1728.0,3,3,0.0,0.0,880.0,21120.0,1728.0,21120.0,0.9181818181818182,0.0,0.9181818181818182,0.7272727272727273,0.7
dbservice1_memory_1625140467,dbservice1,memory,database,0.5,adaptive_full_context,4,0,0,1,0.4,0.0,0.0,240.0,5760.0,6,5,0.0,0.0,880.0,21120.0,5760.0,21120.0,0.7272727272727273,0.0,0.7272727272727273,0.4545454545454546,0.5
dbservice1_memory_1625140467,dbservice1,memory,database,0.5,adaptive_no_alerted_service,10,0,0,0,0.0,0.0,0.0,240.0,5760.0,6,5,0.0,0.0,880.0,21120.0,5760.0,21120.0,0.7272727272727273,0.0,0.7272727272727273,0.4545454545454546,0.5
dbservice1_memory_1625140467,dbservice1,memory,database,0.5,adaptive_no_fault_type,3,0,1,1,0.6,0.0,0.0,240.0,5760.0,6,5,0.0,0.0,880.0,21120.0,5760.0,21120.0,0.7272727272727273,0.0,0.7272727272727273,0.4545454545454546,0.5
dbservice1_memory_1625140467,dbservice1,memory,database,0.5,adaptive_no_time_window,4,0,0,1,0.4,0.0,0.0,240.0,5760.0,6,5,0.0,0.0,880.0,21120.0,5760.0,21120.0,0.7272727272727273,0.0,0.7272727272727273,0.4545454545454546,0.5
dbservice2_memory_1625144096,dbservice2,memory,database,0.1,adaptive_full_context,1,1,1,1,1.0,0.0,0.0,16.0,384.0,2,1,0.0,0.0,880.0,21120.0,384.0,21120.0,0.9818181818181818,0.0,0.9818181818181818,0.8181818181818181,0.9
dbservice2_memory_1625144096,dbservice2,memory,database,0.1,adaptive_no_alerted_service,6,0,0,0,0.0,0.0,0.0,16.0,384.0,2,1,0.0,0.0,880.0,21120.0,384.0,21120.0,0.9818181818181818,0.0,0.9818181818181818,0.8181818181818181,0.9
dbservice2_memory_1625144096,dbservice2,memory,database,0.1,adaptive_no_fault_type,1,1,1,1,1.0,0.0,0.0,16.0,384.0,2,1,0.0,0.0,880.0,21120.0,384.0,21120.0,0.9818181818181818,0.0,0.9818181818181818,0.8181818181818181,0.9
dbservice2_memory_1625144096,dbservice2,memory,database,0.1,adaptive_no_time_window,1,1,1,1,1.0,0.0,0.0,16.0,384.0,2,1,0.0,0.0,880.0,21120.0,384.0,21120.0,0.9818181818181818,0.0,0.9818181818181818,0.8181818181818181,0.9
dbservice2_memory_1625144096,dbservice2,memory,database,0.25,adaptive_full_context,1,1,1,1,1.0,0.0,0.0,72.0,1728.0,3,3,0.0,0.0,880.0,21120.0,1728.0,21120.0,0.9181818181818182,0.0,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1625144096,dbservice2,memory,database,0.25,adaptive_no_alerted_service,6,0,0,0,0.0,0.0,0.0,72.0,1728.0,3,3,0.0,0.0,880.0,21120.0,1728.0,21120.0,0.9181818181818182,0.0,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1625144096,dbservice2,memory,database,0.25,adaptive_no_fault_type,1,1,1,1,1.0,0.0,0.0,72.0,1728.0,3,3,0.0,0.0,880.0,21120.0,1728.0,21120.0,0.9181818181818182,0.0,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1625144096,dbservice2,memory,database,0.25,adaptive_no_time_window,1,1,1,1,1.0,0.0,0.0,72.0,1728.0,3,3,0.0,0.0,880.0,21120.0,1728.0,21120.0,0.9181818181818182,0.0,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1625144096,dbservice2,memory,database,0.5,adaptive_full_context,2,0,1,1,0.8,0.0,0.0,240.0,5760.0,6,5,0.0,0.0,880.0,21120.0,5760.0,21120.0,0.7272727272727273,0.0,0.7272727272727273,0.4545454545454546,0.5
dbservice2_memory_1625144096,dbservice2,memory,database,0.5,adaptive_no_alerted_service,6,0,0,0,0.0,0.0,0.0,240.0,5760.0,6,5,0.0,0.0,880.0,21120.0,5760.0,21120.0,0.7272727272727273,0.0,0.7272727272727273,0.4545454545454546,0.5
dbservice2_memory_1625144096,dbservice2,memory,database,0.5,adaptive_no_fault_type,2,0,1,1,0.8,0.0,0.0,240.0,5760.0,6,5,0.0,0.0,880.0,21120.0,5760.0,21120.0,0.7272727272727273,0.0,0.7272727272727273,0.4545454545454546,0.5
dbservice2_memory_1625144096,dbservice2,memory,database,0.5,adaptive_no_time_window,2,0,1,1,0.8,0.0,0.0,240.0,5760.0,6,5,0.0,0.0,880.0,21120.0,5760.0,21120.0,0.7272727272727273,0.0,0.7272727272727273,0.4545454545454546,0.5
redisservice1_memory_1625145523,redisservice1,memory,cache,0.1,adaptive_full_context,1,1,1,1,1.0,0.0,0.0,16.0,384.0,2,1,0.0,0.0,880.0,21120.0,384.0,21120.0,0.9818181818181818,0.0,0.9818181818181818,0.8181818181818181,0.9
redisservice1_memory_1625145523,redisservice1,memory,cache,0.1,adaptive_no_alerted_service,2,0,1,1,0.8,0.0,0.0,16.0,384.0,2,1,0.0,0.0,880.0,21120.0,384.0,21120.0,0.9818181818181818,0.0,0.9818181818181818,0.8181818181818181,0.9
redisservice1_memory_1625145523,redisservice1,memory,cache,0.1,adaptive_no_fault_type,1,1,1,1,1.0,0.0,0.0,16.0,384.0,2,1,0.0,0.0,880.0,21120.0,384.0,21120.0,0.9818181818181818,0.0,0.9818181818181818,0.8181818181818181,0.9
redisservice1_memory_1625145523,redisservice1,memory,cache,0.1,adaptive_no_time_window,1,1,1,1,1.0,0.0,0.0,16.0,384.0,2,1,0.0,0.0,880.0,21120.0,384.0,21120.0,0.9818181818181818,0.0,0.9818181818181818,0.8181818181818181,0.9
redisservice1_memory_1625145523,redisservice1,memory,cache,0.25,adaptive_full_context,1,1,1,1,1.0,0.0,0.0,72.0,1728.0,3,3,0.0,0.0,880.0,21120.0,1728.0,21120.0,0.9181818181818182,0.0,0.9181818181818182,0.7272727272727273,0.7
redisservice1_memory_1625145523,redisservice1,memory,cache,0.25,adaptive_no_alerted_service,2,0,1,1,0.8,0.0,0.0,72.0,1728.0,3,3,0.0,0.0,880.0,21120.0,1728.0,21120.0,0.9181818181818182,0.0,0.9181818181818182,0.7272727272727273,0.7
redisservice1_memory_1625145523,redisservice1,memory,cache,0.25,adaptive_no_fault_type,2,0,1,1,0.8,0.0,0.0,72.0,1728.0,3,3,0.0,0.0,880.0,21120.0,1728.0,21120.0,0.9181818181818182,0.0,0.9181818181818182,0.7272727272727273,0.7
redisservice1_memory_1625145523,redisservice1,memory,cache,0.25,adaptive_no_time_window,1,1,1,1,1.0,0.0,0.0,72.0,1728.0,3,3,0.0,0.0,880.0,21120.0,1728.0,21120.0,0.9181818181818182,0.0,0.9181818181818182,0.7272727272727273,0.7
redisservice1_memory_1625145523,redisservice1,memory,cache,0.5,adaptive_full_context,1,1,1,1,1.0,0.0,0.0,240.0,5760.0,6,5,0.0,0.0,880.0,21120.0,5760.0,21120.0,0.7272727272727273,0.0,0.7272727272727273,0.4545454545454546,0.5
redisservice1_memory_1625145523,redisservice1,memory,cache,0.5,adaptive_no_alerted_service,2,0,1,1,0.8,0.0,0.0,240.0,5760.0,6,5,0.0,0.0,880.0,21120.0,5760.0,21120.0,0.7272727272727273,0.0,0.7272727272727273,0.4545454545454546,0.5
redisservice1_memory_1625145523,redisservice1,memory,cache,0.5,adaptive_no_fault_type,2,0,1,1,0.8,0.0,0.0,240.0,5760.0,6,5,0.0,0.0,880.0,21120.0,5760.0,21120.0,0.7272727272727273,0.0,0.7272727272727273,0.4545454545454546,0.5
redisservice1_memory_1625145523,redisservice1,memory,cache,0.5,adaptive_no_time_window,1,1,1,1,1.0,0.0,0.0,240.0,5760.0,6,5,0.0,0.0,880.0,21120.0,5760.0,21120.0,0.7272727272727273,0.0,0.7272727272727273,0.4545454545454546,0.5
mobservice1_qr_expired_1625151823,mobservice1,qr_expired,mobile,0.1,adaptive_full_context,1,1,1,1,1.0,34.0,6120.0,8.0,192.0,1,1,1391.0,250380.0,160.0,3840.0,6312.0,254220.0,0.9751711116355912,0.9755571531272466,0.95,0.5,0.9
mobservice1_qr_expired_1625151823,mobservice1,qr_expired,mobile,0.1,adaptive_no_alerted_service,9,0,0,0,0.0,76.0,13680.0,8.0,192.0,1,1,1391.0,250380.0,160.0,3840.0,13872.0,254220.0,0.9454330894500826,0.9453630481667865,0.95,0.5,0.9
mobservice1_qr_expired_1625151823,mobservice1,qr_expired,mobile,0.1,adaptive_no_fault_type,1,1,1,1,1.0,34.0,6120.0,8.0,192.0,1,1,1391.0,250380.0,160.0,3840.0,6312.0,254220.0,0.9751711116355912,0.9755571531272466,0.95,0.5,0.9
mobservice1_qr_expired_1625151823,mobservice1,qr_expired,mobile,0.1,adaptive_no_time_window,1,1,1,1,1.0,21.0,3780.0,16.0,384.0,2,1,1391.0,250380.0,160.0,3840.0,4164.0,254220.0,0.9836204861930611,0.9849029475197699,0.9,0.0,0.9
mobservice1_qr_expired_1625151823,mobservice1,qr_expired,mobile,0.25,adaptive_full_context,2,0,1,1,0.8,102.0,18360.0,24.0,576.0,1,3,1391.0,250380.0,160.0,3840.0,18936.0,254220.0,0.9255133349067737,0.9266714593817398,0.85,0.5,0.7
mobservice1_qr_expired_1625151823,mobservice1,qr_expired,mobile,0.25,adaptive_no_alerted_service,9,0,0,0,0.0,182.0,32760.0,24.0,576.0,1,3,1391.0,250380.0,160.0,3840.0,33336.0,254220.0,0.8688694831248525,0.8691588785046729,0.85,0.5,0.7
mobservice1_qr_expired_1625151823,mobservice1,qr_expired,mobile,0.25,adaptive_no_fault_type,2,0,1,1,0.8,102.0,18360.0,24.0,576.0,1,3,1391.0,250380.0,160.0,3840.0,18936.0,254220.0,0.9255133349067737,0.9266714593817398,0.85,0.5,0.7
mobservice1_qr_expired_1625151823,mobservice1,qr_expired,mobile,0.25,adaptive_no_time_window,3,0,1,1,0.6,177.0,31860.0,72.0,1728.0,3,3,1391.0,250380.0,160.0,3840.0,33588.0,254220.0,0.8678782157186689,0.8727534148094895,0.55,-0.5,0.7
mobservice1_qr_expired_1625151823,mobservice1,qr_expired,mobile,0.5,adaptive_full_context,3,0,1,1,0.6,170.0,30600.0,40.0,960.0,1,5,1391.0,250380.0,160.0,3840.0,31560.0,254220.0,0.8758555581779561,0.8777857656362329,0.75,0.5,0.5
mobservice1_qr_expired_1625151823,mobservice1,qr_expired,mobile,0.5,adaptive_no_alerted_service,9,0,0,0,0.0,393.0,70740.0,40.0,960.0,1,5,1391.0,250380.0,160.0,3840.0,71700.0,254220.0,0.7179608213358508,0.7174694464414091,0.75,0.5,0.5
mobservice1_qr_expired_1625151823,mobservice1,qr_expired,mobile,0.5,adaptive_no_fault_type,3,0,1,1,0.6,170.0,30600.0,40.0,960.0,1,5,1391.0,250380.0,160.0,3840.0,31560.0,254220.0,0.8758555581779561,0.8777857656362329,0.75,0.5,0.5
mobservice1_qr_expired_1625151823,mobservice1,qr_expired,mobile,0.5,adaptive_no_time_window,5,0,0,1,0.2,493.0,88740.0,240.0,5760.0,6,5,1391.0,250380.0,160.0,3840.0,94500.0,254220.0,0.6282747226811423,0.6455787203450755,-0.5,-2.0,0.5
mobservice2_qr_expired_1625152105,mobservice2,qr_expired,mobile,0.1,adaptive_full_context,1,1,1,1,1.0,35.0,6300.0,8.0,192.0,1,1,710.0,127800.0,80.0,1920.0,6492.0,129720.0,0.9499537465309899,0.9507042253521126,0.9,0.0,0.9
mobservice2_qr_expired_1625152105,mobservice2,qr_expired,mobile,0.1,adaptive_no_alerted_service,8,0,0,0,0.0,76.0,13680.0,8.0,192.0,1,1,710.0,127800.0,80.0,1920.0,13872.0,129720.0,0.8930619796484737,0.8929577464788733,0.9,0.0,0.9
mobservice2_qr_expired_1625152105,mobservice2,qr_expired,mobile,0.1,adaptive_no_fault_type,1,1,1,1,1.0,35.0,6300.0,8.0,192.0,1,1,710.0,127800.0,80.0,1920.0,6492.0,129720.0,0.9499537465309899,0.9507042253521126,0.9,0.0,0.9
mobservice2_qr_expired_1625152105,mobservice2,qr_expired,mobile,0.1,adaptive_no_time_window,1,1,1,1,1.0,71.0,12780.0,16.0,384.0,2,1,710.0,127800.0,80.0,1920.0,13164.0,129720.0,0.8985198889916743,0.9,0.8,-1.0,0.9
mobservice2_qr_expired_1625152105,mobservice2,qr_expired,mobile,0.25,adaptive_full_context,1,1,1,1,1.0,107.0,19260.0,24.0,576.0,1,3,710.0,127800.0,80.0,1920.0,19836.0,129720.0,0.847086031452359,0.8492957746478873,0.7,0.0,0.7
mobservice2_qr_expired_1625152105,mobservice2,qr_expired,mobile,0.25,adaptive_no_alerted_service,8,0,0,0,0.0,186.0,33480.0,24.0,576.0,1,3,710.0,127800.0,80.0,1920.0,34056.0,129720.0,0.7374653098982424,0.7380281690140845,0.7,0.0,0.7
mobservice2_qr_expired_1625152105,mobservice2,qr_expired,mobile,0.25,adaptive_no_fault_type,1,1,1,1,1.0,107.0,19260.0,24.0,576.0,1,3,710.0,127800.0,80.0,1920.0,19836.0,129720.0,0.847086031452359,0.8492957746478873,0.7,0.0,0.7
mobservice2_qr_expired_1625152105,mobservice2,qr_expired,mobile,0.25,adaptive_no_time_window,1,1,1,1,1.0,306.0,55080.0,72.0,1728.0,3,3,710.0,127800.0,80.0,1920.0,56808.0,129720.0,0.5620721554116559,0.5690140845070423,0.09999999999999998,-2.0,0.7
mobservice2_qr_expired_1625152105,mobservice2,qr_expired,mobile,0.5,adaptive_full_context,2,0,1,1,0.8,178.0,32040.0,40.0,960.0,1,5,710.0,127800.0,80.0,1920.0,33000.0,129720.0,0.7456059204440333,0.7492957746478873,0.5,0.0,0.5
mobservice2_qr_expired_1625152105,mobservice2,qr_expired,mobile,0.5,adaptive_no_alerted_service,8,0,0,0,0.0,391.0,70380.0,40.0,960.0,1,5,710.0,127800.0,80.0,1920.0,71340.0,129720.0,0.45004625346901017,0.4492957746478873,0.5,0.0,0.5
mobservice2_qr_expired_1625152105,mobservice2,qr_expired,mobile,0.5,adaptive_no_fault_type,2,0,1,1,0.8,178.0,32040.0,40.0,960.0,1,5,710.0,127800.0,80.0,1920.0,33000.0,129720.0,0.7456059204440333,0.7492957746478873,0.5,0.0,0.5
mobservice2_qr_expired_1625152105,mobservice2,qr_expired,mobile,0.5,adaptive_no_time_window,3,0,1,1,0.6,1132.0,203760.0,240.0,5760.0,6,5,710.0,127800.0,80.0,1920.0,209520.0,129720.0,-0.6151711378353377,-0.5943661971830987,-2.0,-5.0,0.5
dbservice2_memory_1625152223,dbservice2,memory,database,0.1,adaptive_full_context,1,1,1,1,1.0,90.0,16200.0,16.0,384.0,2,1,8456.0,1522080.0,880.0,21120.0,16584.0,1543200.0,0.989253499222395,0.989356669820246,0.9818181818181818,0.8181818181818181,0.9
dbservice2_memory_1625152223,dbservice2,memory,database,0.1,adaptive_no_alerted_service,6,0,0,0,0.0,158.0,28440.0,16.0,384.0,2,1,8456.0,1522080.0,880.0,21120.0,28824.0,1543200.0,0.9813219284603422,0.9813150425733207,0.9818181818181818,0.8181818181818181,0.9
dbservice2_memory_1625152223,dbservice2,memory,database,0.1,adaptive_no_fault_type,1,1,1,1,1.0,68.0,12240.0,16.0,384.0,2,1,8456.0,1522080.0,880.0,21120.0,12624.0,1543200.0,0.9918195956454121,0.9919583727530747,0.9818181818181818,0.8181818181818181,0.9
dbservice2_memory_1625152223,dbservice2,memory,database,0.1,adaptive_no_time_window,1,1,1,1,1.0,90.0,16200.0,16.0,384.0,2,1,8456.0,1522080.0,880.0,21120.0,16584.0,1543200.0,0.989253499222395,0.989356669820246,0.9818181818181818,0.8181818181818181,0.9
dbservice2_memory_1625152223,dbservice2,memory,database,0.25,adaptive_full_context,1,1,1,1,1.0,358.0,64440.0,72.0,1728.0,3,3,8456.0,1522080.0,880.0,21120.0,66168.0,1543200.0,0.9571228615863141,0.9576631977294229,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1625152223,dbservice2,memory,database,0.25,adaptive_no_alerted_service,6,0,0,0,0.0,589.0,106020.0,72.0,1728.0,3,3,8456.0,1522080.0,880.0,21120.0,107748.0,1543200.0,0.9301788491446346,0.9303453169347209,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1625152223,dbservice2,memory,database,0.25,adaptive_no_fault_type,1,1,1,1,1.0,342.0,61560.0,72.0,1728.0,3,3,8456.0,1522080.0,880.0,21120.0,63288.0,1543200.0,0.9589891135303266,0.9595553453169348,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1625152223,dbservice2,memory,database,0.25,adaptive_no_time_window,1,1,1,1,1.0,358.0,64440.0,72.0,1728.0,3,3,8456.0,1522080.0,880.0,21120.0,66168.0,1543200.0,0.9571228615863141,0.9576631977294229,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1625152223,dbservice2,memory,database,0.5,adaptive_full_context,1,1,1,1,1.0,2493.0,448740.0,240.0,5760.0,6,5,8456.0,1522080.0,880.0,21120.0,454500.0,1543200.0,0.7054821150855366,0.7051797540208136,0.7272727272727273,0.4545454545454546,0.5
dbservice2_memory_1625152223,dbservice2,memory,database,0.5,adaptive_no_alerted_service,6,0,0,0,0.0,2491.0,448380.0,240.0,5760.0,6,5,8456.0,1522080.0,880.0,21120.0,454140.0,1543200.0,0.7057153965785381,0.7054162724692525,0.7272727272727273,0.4545454545454546,0.5
dbservice2_memory_1625152223,dbservice2,memory,database,0.5,adaptive_no_fault_type,1,1,1,1,1.0,2517.0,453060.0,240.0,5760.0,6,5,8456.0,1522080.0,880.0,21120.0,458820.0,1543200.0,0.7026827371695179,0.7023415326395459,0.7272727272727273,0.4545454545454546,0.5
dbservice2_memory_1625152223,dbservice2,memory,database,0.5,adaptive_no_time_window,1,1,1,1,1.0,2493.0,448740.0,240.0,5760.0,6,5,8456.0,1522080.0,880.0,21120.0,454500.0,1543200.0,0.7054821150855366,0.7051797540208136,0.7272727272727273,0.4545454545454546,0.5
webservice2_memory_1625154530,webservice2,memory,web,0.1,adaptive_full_context,1,1,1,1,1.0,70.0,12600.0,16.0,384.0,2,1,7620.0,1371600.0,880.0,21120.0,12984.0,1392720.0,0.990677235912459,0.9908136482939632,0.9818181818181818,0.8181818181818181,0.9
webservice2_memory_1625154530,webservice2,memory,web,0.1,adaptive_no_alerted_service,7,0,0,0,0.0,130.0,23400.0,16.0,384.0,2,1,7620.0,1371600.0,880.0,21120.0,23784.0,1392720.0,0.9829226262278132,0.9829396325459318,0.9818181818181818,0.8181818181818181,0.9
webservice2_memory_1625154530,webservice2,memory,web,0.1,adaptive_no_fault_type,1,1,1,1,1.0,65.0,11700.0,16.0,384.0,2,1,7620.0,1371600.0,880.0,21120.0,12084.0,1392720.0,0.9913234533861796,0.9914698162729659,0.9818181818181818,0.8181818181818181,0.9
webservice2_memory_1625154530,webservice2,memory,web,0.1,adaptive_no_time_window,1,1,1,1,1.0,70.0,12600.0,16.0,384.0,2,1,7620.0,1371600.0,880.0,21120.0,12984.0,1392720.0,0.990677235912459,0.9908136482939632,0.9818181818181818,0.8181818181818181,0.9
webservice2_memory_1625154530,webservice2,memory,web,0.25,adaptive_full_context,3,0,1,1,0.6,324.0,58320.0,72.0,1728.0,3,3,7620.0,1371600.0,880.0,21120.0,60048.0,1392720.0,0.9568843701533689,0.9574803149606299,0.9181818181818182,0.7272727272727273,0.7
webservice2_memory_1625154530,webservice2,memory,web,0.25,adaptive_no_alerted_service,7,0,0,0,0.0,550.0,99000.0,72.0,1728.0,3,3,7620.0,1371600.0,880.0,21120.0,100728.0,1392720.0,0.9276753403412028,0.9278215223097113,0.9181818181818182,0.7272727272727273,0.7
webservice2_memory_1625154530,webservice2,memory,web,0.25,adaptive_no_fault_type,3,0,1,1,0.6,301.0,54180.0,72.0,1728.0,3,3,7620.0,1371600.0,880.0,21120.0,55908.0,1392720.0,0.9598569705324832,0.960498687664042,0.9181818181818182,0.7272727272727273,0.7
webservice2_memory_1625154530,webservice2,memory,web,0.25,adaptive_no_time_window,3,0,1,1,0.6,324.0,58320.0,72.0,1728.0,3,3,7620.0,1371600.0,880.0,21120.0,60048.0,1392720.0,0.9568843701533689,0.9574803149606299,0.9181818181818182,0.7272727272727273,0.7
webservice2_memory_1625154530,webservice2,memory,web,0.5,adaptive_full_context,5,0,0,1,0.2,2268.0,408240.0,240.0,5760.0,6,5,7620.0,1371600.0,880.0,21120.0,414000.0,1392720.0,0.7027399620885748,0.7023622047244095,0.7272727272727273,0.4545454545454546,0.5
webservice2_memory_1625154530,webservice2,memory,web,0.5,adaptive_no_alerted_service,7,0,0,0,0.0,2293.0,412740.0,240.0,5760.0,6,5,7620.0,1371600.0,880.0,21120.0,418500.0,1392720.0,0.6995088747199725,0.6990813648293963,0.7272727272727273,0.4545454545454546,0.5
webservice2_memory_1625154530,webservice2,memory,web,0.5,adaptive_no_fault_type,5,0,0,1,0.2,2243.0,403740.0,240.0,5760.0,6,5,7620.0,1371600.0,880.0,21120.0,409500.0,1392720.0,0.7059710494571774,0.7056430446194226,0.7272727272727273,0.4545454545454546,0.5
webservice2_memory_1625154530,webservice2,memory,web,0.5,adaptive_no_time_window,5,0,0,1,0.2,2268.0,408240.0,240.0,5760.0,6,5,7620.0,1371600.0,880.0,21120.0,414000.0,1392720.0,0.7027399620885748,0.7023622047244095,0.7272727272727273,0.4545454545454546,0.5
redisservice2_memory_1625155035,redisservice2,memory,cache,0.1,adaptive_full_context,1,1,1,1,1.0,145.0,26100.0,16.0,384.0,2,1,7794.0,1402920.0,880.0,21120.0,26484.0,1424040.0,0.9814022078031516,0.9813959455991789,0.9818181818181818,0.8181818181818181,0.9
redisservice2_memory_1625155035,redisservice2,memory,cache,0.1,adaptive_no_alerted_service,1,1,1,1,1.0,145.0,26100.0,16.0,384.0,2,1,7794.0,1402920.0,880.0,21120.0,26484.0,1424040.0,0.9814022078031516,0.9813959455991789,0.9818181818181818,0.8181818181818181,0.9
