case_id,root_service,fault_type,service_family,budget,policy,avg_at_5,top1,top3,top5
redisservice2_memory_1626131951,redisservice2,memory,cache,0.25,anchored_random_rest,0.8800000000000001,0.4,1.0,1.0
redisservice2_memory_1626178417,redisservice2,memory,cache,0.25,anchored_random_rest,0.8800000000000001,0.4,1.0,1.0
redisservice2_memory_1626247718,redisservice2,memory,cache,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
redisservice2_memory_1626307296,redisservice2,memory,cache,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
redisservice2_memory_1626319731,redisservice2,memory,cache,0.25,anchored_random_rest,0.8400000000000001,0.6,1.0,1.0
redisservice2_memory_1626375654,redisservice2,memory,cache,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
redisservice2_memory_1626410429,redisservice2,memory,cache,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
redisservice2_memory_1626496139,redisservice2,memory,cache,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
redisservice2_memory_1626741618,redisservice2,memory,cache,0.25,anchored_random_rest,0.8400000000000001,0.6,1.0,1.0
redisservice2_memory_1626765949,redisservice2,memory,cache,0.25,anchored_random_rest,0.8800000000000001,0.6,1.0,1.0
redisservice2_memory_1626783759,redisservice2,memory,cache,0.25,anchored_random_rest,0.8,0.2,1.0,1.0
redisservice2_memory_1626847510,redisservice2,memory,cache,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
redisservice2_memory_1626861594,redisservice2,memory,cache,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
redisservice2_memory_1626934034,redisservice2,memory,cache,0.25,anchored_random_rest,0.6799999999999999,0.0,1.0,1.0
redisservice2_memory_1627016217,redisservice2,memory,cache,0.25,anchored_random_rest,0.8800000000000001,0.4,1.0,1.0
redisservice2_memory_1627022600,redisservice2,memory,cache,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
redisservice2_memory_1627063787,redisservice2,memory,cache,0.25,anchored_random_rest,0.9199999999999999,0.6,1.0,1.0
redisservice2_memory_1627072253,redisservice2,memory,cache,0.25,anchored_random_rest,0.6799999999999999,0.0,1.0,1.0
redisservice2_memory_1627115108,redisservice2,memory,cache,0.25,anchored_random_rest,0.8800000000000001,0.6,1.0,1.0
redisservice2_memory_1627140541,redisservice2,memory,cache,0.25,anchored_random_rest,0.6,0.0,1.0,1.0
redisservice2_memory_1627269946,redisservice2,memory,cache,0.25,anchored_random_rest,0.8800000000000001,0.4,1.0,1.0
redisservice2_memory_1627293263,redisservice2,memory,cache,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
redisservice2_memory_1627386167,redisservice2,memory,cache,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
redisservice2_memory_1627409250,redisservice2,memory,cache,0.25,anchored_random_rest,0.8800000000000001,0.6,1.0,1.0
redisservice2_memory_1627454973,redisservice2,memory,cache,0.25,anchored_random_rest,0.8400000000000001,0.6,1.0,1.0
redisservice2_memory_1627585056,redisservice2,memory,cache,0.25,anchored_random_rest,0.8,0.2,1.0,1.0
redisservice2_memory_1627613855,redisservice2,memory,cache,0.25,anchored_random_rest,0.8,0.2,1.0,1.0
redisservice2_memory_1627629714,redisservice2,memory,cache,0.25,anchored_random_rest,0.9199999999999999,0.8,1.0,1.0
redisservice2_memory_1627738678,redisservice2,memory,cache,0.25,anchored_random_rest,0.6799999999999999,0.0,1.0,1.0
redisservice2_memory_1627745580,redisservice2,memory,cache,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
redisservice2_memory_1627748697,redisservice2,memory,cache,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice1_cpu_1627724616,webservice1,cpu,web,0.25,anchored_random_rest,0.8400000000000001,0.6,1.0,1.0
webservice1_errno111_1626750601,webservice1,errno111,web,0.25,anchored_random_rest,0.6799999999999999,0.0,1.0,1.0
webservice1_errno111_1626750732,webservice1,errno111,web,0.25,anchored_random_rest,0.6799999999999999,0.0,1.0,1.0
webservice1_file_move_1625256600,webservice1,file_move,web,0.25,anchored_random_rest,1.0,1.0,1.0,1.0
webservice1_file_move_1625371800,webservice1,file_move,web,0.25,anchored_random_rest,1.0,1.0,1.0,1.0
webservice1_file_move_1625400601,webservice1,file_move,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice1_file_move_1625631001,webservice1,file_move,web,0.25,anchored_random_rest,1.0,1.0,1.0,1.0
webservice1_file_move_1625706600,webservice1,file_move,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice1_file_move_1625775000,webservice1,file_move,web,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
webservice1_file_move_1625890201,webservice1,file_move,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice1_file_move_1625933400,webservice1,file_move,web,0.25,anchored_random_rest,0.76,0.4,1.0,1.0
webservice1_file_move_1626149400,webservice1,file_move,web,0.25,anchored_random_rest,0.8800000000000001,0.4,1.0,1.0
webservice1_file_move_1626264600,webservice1,file_move,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice1_file_move_1626351000,webservice1,file_move,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice1_file_move_1626509400,webservice1,file_move,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice1_file_move_1626797400,webservice1,file_move,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice1_file_move_1626840600,webservice1,file_move,web,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
webservice1_file_move_1626916200,webservice1,file_move,web,0.25,anchored_random_rest,0.8800000000000001,0.4,1.0,1.0
webservice1_file_move_1627114200,webservice1,file_move,web,0.25,anchored_random_rest,0.8800000000000001,0.4,1.0,1.0
webservice1_file_move_1627503000,webservice1,file_move,web,0.25,anchored_random_rest,0.8800000000000001,0.6,1.0,1.0
webservice1_file_move_1627521000,webservice1,file_move,web,0.25,anchored_random_rest,0.9199999999999999,0.6,1.0,1.0
webservice1_file_move_1627531800,webservice1,file_move,web,0.25,anchored_random_rest,0.9199999999999999,0.8,1.0,1.0
webservice1_file_move_1627607400,webservice1,file_move,web,0.25,anchored_random_rest,0.8400000000000001,0.6,1.0,1.0
webservice1_file_move_1627632600,webservice1,file_move,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice1_file_move_1627661400,webservice1,file_move,web,0.25,anchored_random_rest,0.8400000000000001,0.2,1.0,1.0
webservice1_memory_1625222072,webservice1,memory,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice1_memory_1625373179,webservice1,memory,web,0.25,anchored_random_rest,0.9199999999999999,0.6,1.0,1.0
webservice1_memory_1625380916,webservice1,memory,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice1_memory_1625415630,webservice1,memory,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice1_memory_1625506658,webservice1,memory,web,0.25,anchored_random_rest,0.6799999999999999,0.2,1.0,1.0
webservice1_memory_1625522955,webservice1,memory,web,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
webservice1_memory_1625546136,webservice1,memory,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice1_memory_1625607930,webservice1,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice1_memory_1625662559,webservice1,memory,web,0.25,anchored_random_rest,0.72,0.2,1.0,1.0
webservice1_memory_1625715729,webservice1,memory,web,0.25,anchored_random_rest,0.96,0.8,1.0,1.0
webservice1_memory_1625744233,webservice1,memory,web,0.25,anchored_random_rest,0.8,0.2,1.0,1.0
webservice1_memory_1625777703,webservice1,memory,web,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
webservice1_memory_1625820924,webservice1,memory,web,0.25,anchored_random_rest,0.8,0.2,1.0,1.0
webservice1_memory_1625860918,webservice1,memory,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice1_memory_1625881257,webservice1,memory,web,0.25,anchored_random_rest,0.76,0.4,1.0,1.0
webservice1_memory_1625903663,webservice1,memory,web,0.25,anchored_random_rest,0.6799999999999999,0.0,1.0,1.0
webservice1_memory_1625957279,webservice1,memory,web,0.25,anchored_random_rest,0.72,0.2,1.0,1.0
webservice1_memory_1625991808,webservice1,memory,web,0.25,anchored_random_rest,0.6799999999999999,0.2,1.0,1.0
webservice1_memory_1626079674,webservice1,memory,web,0.25,anchored_random_rest,0.8800000000000001,0.6,1.0,1.0
webservice1_memory_1626111467,webservice1,memory,web,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
webservice1_memory_1626198054,webservice1,memory,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice1_memory_1626236265,webservice1,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice1_memory_1626258904,webservice1,memory,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice1_memory_1626322165,webservice1,memory,web,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
webservice1_memory_1626371978,webservice1,memory,web,0.25,anchored_random_rest,0.8,0.2,1.0,1.0
webservice1_memory_1626406508,webservice1,memory,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice1_memory_1626434165,webservice1,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice1_memory_1626498601,webservice1,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice1_memory_1626548045,webservice1,memory,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice1_memory_1626605103,webservice1,memory,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice1_memory_1626759297,webservice1,memory,web,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
webservice1_memory_1626806854,webservice1,memory,web,0.25,anchored_random_rest,0.8800000000000001,0.4,1.0,1.0
webservice1_memory_1626829989,webservice1,memory,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice1_memory_1626881411,webservice1,memory,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice1_memory_1626888666,webservice1,memory,web,0.25,anchored_random_rest,0.8800000000000001,0.6,1.0,1.0
webservice1_memory_1626917861,webservice1,memory,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice1_memory_1626933556,webservice1,memory,web,0.25,anchored_random_rest,0.72,0.2,1.0,1.0
webservice1_memory_1626956223,webservice1,memory,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice1_memory_1626992148,webservice1,memory,web,0.25,anchored_random_rest,0.76,0.4,1.0,1.0
webservice1_memory_1627046678,webservice1,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice1_memory_1627057566,webservice1,memory,web,0.25,anchored_random_rest,0.9199999999999999,0.8,1.0,1.0
webservice1_memory_1627079078,webservice1,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice1_memory_1627100569,webservice1,memory,web,0.25,anchored_random_rest,0.6799999999999999,0.0,1.0,1.0
webservice1_memory_1627122542,webservice1,memory,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice1_memory_1627157039,webservice1,memory,web,0.25,anchored_random_rest,0.9199999999999999,0.6,1.0,1.0
webservice1_memory_1627174739,webservice1,memory,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice1_memory_1627194266,webservice1,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice1_memory_1627218977,webservice1,memory,web,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
webservice1_memory_1627316277,webservice1,memory,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice1_memory_1627330168,webservice1,memory,web,0.25,anchored_random_rest,0.72,0.2,1.0,1.0
webservice1_memory_1627342282,webservice1,memory,web,0.25,anchored_random_rest,0.8,0.2,1.0,1.0
webservice1_memory_1627361744,webservice1,memory,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice1_memory_1627381040,webservice1,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice1_memory_1627399949,webservice1,memory,web,0.25,anchored_random_rest,0.76,0.0,1.0,1.0
webservice1_memory_1627427700,webservice1,memory,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice1_memory_1627539698,webservice1,memory,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice1_memory_1627672100,webservice1,memory,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice1_memory_1627708025,webservice1,memory,web,0.25,anchored_random_rest,0.6799999999999999,0.0,1.0,1.0
webservice1_memory_1627724870,webservice1,memory,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice1_memory_1627750701,webservice1,memory,web,0.25,anchored_random_rest,0.96,0.8,1.0,1.0
webservice2_cpu_1627270294,webservice2,cpu,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice2_errno111_1626750601,webservice2,errno111,web,0.25,anchored_random_rest,0.6799999999999999,0.2,1.0,1.0
webservice2_errno111_1626750706,webservice2,errno111,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice2_file_move_1625361000,webservice2,file_move,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice2_file_move_1625386200,webservice2,file_move,web,0.25,anchored_random_rest,0.96,0.8,1.0,1.0
webservice2_file_move_1625501400,webservice2,file_move,web,0.25,anchored_random_rest,0.72,0.2,1.0,1.0
webservice2_file_move_1625559000,webservice2,file_move,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice2_file_move_1625587800,webservice2,file_move,web,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
webservice2_file_move_1625793000,webservice2,file_move,web,0.25,anchored_random_rest,0.96,0.8,1.0,1.0
webservice2_file_move_1626163800,webservice2,file_move,web,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
webservice2_file_move_1626264600,webservice2,file_move,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice2_file_move_1626869400,webservice2,file_move,web,0.25,anchored_random_rest,0.8800000000000001,0.6,1.0,1.0
webservice2_file_move_1626883800,webservice2,file_move,web,0.25,anchored_random_rest,0.76,0.4,1.0,1.0
webservice2_file_move_1626927000,webservice2,file_move,web,0.25,anchored_random_rest,0.8400000000000001,0.6,1.0,1.0
webservice2_file_move_1626955800,webservice2,file_move,web,0.25,anchored_random_rest,0.8800000000000001,0.6,1.0,1.0
webservice2_file_move_1627071001,webservice2,file_move,web,0.25,anchored_random_rest,0.9199999999999999,0.8,1.0,1.0
webservice2_file_move_1627089000,webservice2,file_move,web,0.25,anchored_random_rest,0.96,0.8,1.0,1.0
webservice2_file_move_1627215000,webservice2,file_move,web,0.25,anchored_random_rest,0.76,0.0,1.0,1.0
webservice2_file_move_1627488601,webservice2,file_move,web,0.25,anchored_random_rest,0.9199999999999999,0.6,1.0,1.0
webservice2_file_move_1627503000,webservice2,file_move,web,0.25,anchored_random_rest,0.8800000000000001,0.6,1.0,1.0
webservice2_file_move_1627575000,webservice2,file_move,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice2_file_move_1627607400,webservice2,file_move,web,0.25,anchored_random_rest,0.96,0.8,1.0,1.0
webservice2_file_move_1627632600,webservice2,file_move,web,0.25,anchored_random_rest,0.9199999999999999,0.8,1.0,1.0
webservice2_file_move_1627704600,webservice2,file_move,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice2_memory_1625138212,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.2,1.0,1.0
webservice2_memory_1625154530,webservice2,memory,web,0.25,anchored_random_rest,0.76,0.4,1.0,1.0
webservice2_memory_1625212312,webservice2,memory,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice2_memory_1625325487,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice2_memory_1625367620,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice2_memory_1625381030,webservice2,memory,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice2_memory_1625418006,webservice2,memory,web,0.25,anchored_random_rest,0.9199999999999999,0.6,1.0,1.0
webservice2_memory_1625424557,webservice2,memory,web,0.25,anchored_random_rest,0.8800000000000001,0.4,1.0,1.0
webservice2_memory_1625614232,webservice2,memory,web,0.25,anchored_random_rest,0.76,0.0,1.0,1.0
webservice2_memory_1625649699,webservice2,memory,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice2_memory_1625734162,webservice2,memory,web,0.25,anchored_random_rest,0.8,0.2,1.0,1.0
webservice2_memory_1625744497,webservice2,memory,web,0.25,anchored_random_rest,0.76,0.4,1.0,1.0
webservice2_memory_1625747511,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice2_memory_1625777099,webservice2,memory,web,0.25,anchored_random_rest,0.9199999999999999,0.8,1.0,1.0
webservice2_memory_1625806048,webservice2,memory,web,0.25,anchored_random_rest,0.9199999999999999,0.6,1.0,1.0
webservice2_memory_1625856842,webservice2,memory,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice2_memory_1625890558,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice2_memory_1625896703,webservice2,memory,web,0.25,anchored_random_rest,0.9199999999999999,0.6,1.0,1.0
webservice2_memory_1626003242,webservice2,memory,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice2_memory_1626007446,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.2,1.0,1.0
webservice2_memory_1626018521,webservice2,memory,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice2_memory_1626030740,webservice2,memory,web,0.25,anchored_random_rest,0.9199999999999999,0.6,1.0,1.0
webservice2_memory_1626052978,webservice2,memory,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice2_memory_1626097343,webservice2,memory,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice2_memory_1626104516,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice2_memory_1626204647,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.2,1.0,1.0
webservice2_memory_1626267308,webservice2,memory,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice2_memory_1626284568,webservice2,memory,web,0.25,anchored_random_rest,0.6799999999999999,0.2,1.0,1.0
webservice2_memory_1626288105,webservice2,memory,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice2_memory_1626314797,webservice2,memory,web,0.25,anchored_random_rest,0.6799999999999999,0.0,1.0,1.0
webservice2_memory_1626374035,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.2,1.0,1.0
webservice2_memory_1626417018,webservice2,memory,web,0.25,anchored_random_rest,0.64,0.0,1.0,1.0
webservice2_memory_1626427252,webservice2,memory,web,0.25,anchored_random_rest,0.8,0.2,1.0,1.0
webservice2_memory_1626506288,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice2_memory_1626525063,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.2,1.0,1.0
webservice2_memory_1626589456,webservice2,memory,web,0.25,anchored_random_rest,0.8800000000000001,0.4,1.0,1.0
webservice2_memory_1626787776,webservice2,memory,web,0.25,anchored_random_rest,0.76,0.0,1.0,1.0
webservice2_memory_1626817432,webservice2,memory,web,0.25,anchored_random_rest,0.8400000000000001,0.6,1.0,1.0
webservice2_memory_1626850836,webservice2,memory,web,0.25,anchored_random_rest,0.8800000000000001,0.4,1.0,1.0
webservice2_memory_1626869243,webservice2,memory,web,0.25,anchored_random_rest,0.8800000000000001,0.4,1.0,1.0
webservice2_memory_1626905392,webservice2,memory,web,0.25,anchored_random_rest,0.8,0.2,1.0,1.0
webservice2_memory_1626939504,webservice2,memory,web,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
webservice2_memory_1627032836,webservice2,memory,web,0.25,anchored_random_rest,0.6,0.0,1.0,1.0
webservice2_memory_1627085325,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.2,1.0,1.0
webservice2_memory_1627091294,webservice2,memory,web,0.25,anchored_random_rest,0.6799999999999999,0.0,1.0,1.0
webservice2_memory_1627100690,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.2,1.0,1.0
webservice2_memory_1627119052,webservice2,memory,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice2_memory_1627196935,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice2_memory_1627217059,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.2,1.0,1.0
webservice2_memory_1627286385,webservice2,memory,web,0.25,anchored_random_rest,0.8800000000000001,0.6,1.0,1.0
webservice2_memory_1627323573,webservice2,memory,web,0.25,anchored_random_rest,0.6799999999999999,0.0,1.0,1.0
webservice2_memory_1627354358,webservice2,memory,web,0.25,anchored_random_rest,0.8800000000000001,0.4,1.0,1.0
webservice2_memory_1627372277,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice2_memory_1627423928,webservice2,memory,web,0.25,anchored_random_rest,0.6799999999999999,0.0,1.0,1.0
webservice2_memory_1627432266,webservice2,memory,web,0.25,anchored_random_rest,0.9199999999999999,0.6,1.0,1.0
webservice2_memory_1627459375,webservice2,memory,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice2_memory_1627485396,webservice2,memory,web,0.25,anchored_random_rest,0.76,0.2,1.0,1.0
webservice2_memory_1627546421,webservice2,memory,web,0.25,anchored_random_rest,0.8800000000000001,0.6,1.0,1.0
webservice2_memory_1627570264,webservice2,memory,web,0.25,anchored_random_rest,0.8,0.4,1.0,1.0
webservice2_memory_1627718583,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.0,1.0,1.0
webservice2_memory_1627731038,webservice2,memory,web,0.25,anchored_random_rest,0.8400000000000001,0.4,1.0,1.0
webservice2_memory_1627742508,webservice2,memory,web,0.25,anchored_random_rest,0.72,0.2,1.0,1.0
webservice2_memory_1627752181,webservice2,memory,web,0.25,anchored_random_rest,0.8800000000000001,0.6,1.0,1.0
dbservice1_cpu_1627429585,dbservice1,cpu,database,0.25,full_reference,0.6,0.0,1.0,1.0
dbservice1_cpu_1627464819,dbservice1,cpu,database,0.25,full_reference,0.6,0.0,1.0,1.0
dbservice1_cpu_1627475651,dbservice1,cpu,database,0.25,full_reference,0.2,0.0,0.0,1.0
dbservice1_cpu_1627486293,dbservice1,cpu,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_cpu_1627509699,dbservice1,cpu,database,0.25,full_reference,0.6,0.0,1.0,1.0
dbservice1_cpu_1627529324,dbservice1,cpu,database,0.25,full_reference,0.4,0.0,0.0,1.0
dbservice1_cpu_1627572876,dbservice1,cpu,database,0.25,full_reference,0.6,0.0,1.0,1.0
dbservice1_cpu_1627703827,dbservice1,cpu,database,0.25,full_reference,0.8,0.0,1.0,1.0
dbservice1_errno111_1626750606,dbservice1,errno111,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_errno111_1626750701,dbservice1,errno111,database,0.25,full_reference,0.4,0.0,0.0,1.0
dbservice1_memory_1625140467,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1625178785,dbservice1,memory,database,0.25,full_reference,0.6,0.0,1.0,1.0
dbservice1_memory_1625188889,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1625231603,dbservice1,memory,database,0.25,full_reference,1.0,1.0,1.0,1.0
dbservice1_memory_1625243441,dbservice1,memory,database,0.25,full_reference,0.8,0.0,1.0,1.0
dbservice1_memory_1625384013,dbservice1,memory,database,0.25,full_reference,0.4,0.0,0.0,1.0
dbservice1_memory_1625411468,dbservice1,memory,database,0.25,full_reference,1.0,1.0,1.0,1.0
dbservice1_memory_1625418705,dbservice1,memory,database,0.25,full_reference,0.8,0.0,1.0,1.0
dbservice1_memory_1625578885,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1625582957,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1625637896,dbservice1,memory,database,0.25,full_reference,0.6,0.0,1.0,1.0
dbservice1_memory_1625671282,dbservice1,memory,database,0.25,full_reference,0.4,0.0,0.0,1.0
dbservice1_memory_1625675230,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1625679820,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1625768540,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1625849028,dbservice1,memory,database,0.25,full_reference,0.8,0.0,1.0,1.0
dbservice1_memory_1625863841,dbservice1,memory,database,0.25,full_reference,0.4,0.0,0.0,1.0
dbservice1_memory_1625867158,dbservice1,memory,database,0.25,full_reference,1.0,1.0,1.0,1.0
dbservice1_memory_1625870624,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1625909033,dbservice1,memory,database,0.25,full_reference,0.8,0.0,1.0,1.0
dbservice1_memory_1625914032,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1625964302,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1626032238,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1626113371,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1626178789,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1626195234,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1626266259,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1626306060,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1626338404,dbservice1,memory,database,0.25,full_reference,0.2,0.0,0.0,1.0
dbservice1_memory_1626343595,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1626393113,dbservice1,memory,database,0.25,full_reference,1.0,1.0,1.0,1.0
dbservice1_memory_1626409893,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1626425140,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1626473914,dbservice1,memory,database,0.25,full_reference,0.6,0.0,1.0,1.0
dbservice1_memory_1626511514,dbservice1,memory,database,0.25,full_reference,1.0,1.0,1.0,1.0
dbservice1_memory_1626540721,dbservice1,memory,database,0.25,full_reference,0.8,0.0,1.0,1.0
dbservice1_memory_1626552538,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1626598508,dbservice1,memory,database,0.25,full_reference,0.6,0.0,1.0,1.0
dbservice1_memory_1626773615,dbservice1,memory,database,0.25,full_reference,1.0,1.0,1.0,1.0
dbservice1_memory_1626788281,dbservice1,memory,database,0.25,full_reference,0.4,0.0,0.0,1.0
dbservice1_memory_1626845470,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1626858109,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1626912896,dbservice1,memory,database,0.25,full_reference,1.0,1.0,1.0,1.0
dbservice1_memory_1626939313,dbservice1,memory,database,0.25,full_reference,0.0,0.0,0.0,0.0
dbservice1_memory_1627046902,dbservice1,memory,database,0.25,full_reference,0.8,0.0,1.0,1.0
